"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"244","2017-09-03 18:41:11.200120","1.45.2","host","USB","35","020000f90f000000","URB_INTERRUPT in"
"245","2017-09-03 18:41:11.208124","1.45.2","host","USB","35","020000f90f000000","URB_INTERRUPT in"
"246","2017-09-03 18:41:11.216126","1.45.2","host","USB","35","020000f80f000000","URB_INTERRUPT in"
"247","2017-09-03 18:41:11.224124","1.45.2","host","USB","35","020000f80f000000","URB_INTERRUPT in"
"248","2017-09-03 18:41:11.232121","1.45.2","host","USB","35","020000f9ffff0000","URB_INTERRUPT in"
"249","2017-09-03 18:41:11.238135","1.45.2","host","USB","35","020000fa0f000000","URB_INTERRUPT in"
"250","2017-09-03 18:41:11.246123","1.45.2","host","USB","35","020000fc0f000000","URB_INTERRUPT in"
"251","2017-09-03 18:41:11.254128","1.45.2","host","USB","35","020000fd0f000000","URB_INTERRUPT in"
"252","2017-09-03 18:41:11.262124","1.45.2","host","USB","35","020000fc1f000000","URB_INTERRUPT in"
"253","2017-09-03 18:41:11.270124","1.45.2","host","USB","35","020000fe0f000000","URB_INTERRUPT in"
"254","2017-09-03 18:41:11.278122","1.45.2","host","USB","35","020000fd0f000000","URB_INTERRUPT in"
"255","2017-09-03 18:41:11.286121","1.45.2","host","USB","35","020000fd0f000000","URB_INTERRUPT in"
"256","2017-09-03 18:41:11.294129","1.45.2","host","USB","35","020000fc0f000000","URB_INTERRUPT in"
"257","2017-09-03 18:41:11.302125","1.45.2","host","USB","35","020000fd0f000000","URB_INTERRUPT in"
"258","2017-09-03 18:41:11.310129","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"259","2017-09-03 18:41:11.318121","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"260","2017-09-03 18:41:11.326129","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"261","2017-09-03 18:41:11.340123","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"262","2017-09-03 18:41:11.348128","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"263","2017-09-03 18:41:11.356122","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"264","2017-09-03 18:41:11.364129","1.45.2","host","USB","35","020000fe0f000000","URB_INTERRUPT in"
"265","2017-09-03 18:41:11.372123","1.45.2","host","USB","35","020000ff1f000000","URB_INTERRUPT in"
"266","2017-09-03 18:41:11.380129","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"267","2017-09-03 18:41:11.450124","1.45.2","host","USB","35","020000ff1f000000","URB_INTERRUPT in"
"268","2017-09-03 18:41:11.458121","1.45.2","host","USB","35","020000ff0f000000","URB_INTERRUPT in"
"269","2017-09-03 18:41:11.466140","1.45.2","host","USB","35","020000ff1f000000","URB_INTERRUPT in"
"270","2017-09-03 18:41:11.474124","1.45.2","host","USB","35","020000ff1f000000","URB_INTERRUPT in"
"271","2017-09-03 18:41:11.498146","1.45.2","host","USB","35","0200000010000000","URB_INTERRUPT in"
"272","2017-09-03 18:41:11.520129","1.45.2","host","USB","35","0200000010000000","URB_INTERRUPT in"
"273","2017-09-03 18:41:11.606128","1.45.2","host","USB","35","0200000010000000","URB_INTERRUPT in"
"274","2017-09-03 18:41:11.630133","1.45.2","host","USB","35","0201000000000000","URB_INTERRUPT in"
"275","2017-09-03 18:41:11.716133","1.45.2","host","USB","35","0200000000000000","URB_INTERRUPT in"
"276","2017-09-03 18:41:12.044132","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"277","2017-09-03 18:41:13.426135","1.46.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"278","2017-09-03 18:41:13.530134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"279","2017-09-03 18:41:14.114133","1.46.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"280","2017-09-03 18:41:14.218132","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"281","2017-09-03 18:41:14.650133","1.46.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"282","2017-09-03 18:41:14.754130","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"283","2017-09-03 18:41:15.042132","1.46.1","host","USB","35","00001f0000000000","URB_INTERRUPT in"
"284","2017-09-03 18:41:15.146134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"285","2017-09-03 18:41:15.506135","1.46.1","host","USB","35","0000370000000000","URB_INTERRUPT in"
"286","2017-09-03 18:41:15.602135","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"287","2017-09-03 18:41:15.922133","1.46.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"288","2017-09-03 18:41:16.010134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"289","2017-09-03 18:41:16.754134","1.46.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"290","2017-09-03 18:41:16.858134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"291","2017-09-03 18:41:17.282130","1.46.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"292","2017-09-03 18:41:17.386131","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"293","2017-09-03 18:41:17.986131","1.46.1","host","USB","35","00001f0000000000","URB_INTERRUPT in"
"294","2017-09-03 18:41:18.082134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"295","2017-09-03 18:41:18.378132","1.46.1","host","USB","35","0000370000000000","URB_INTERRUPT in"
"296","2017-09-03 18:41:18.474134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"297","2017-09-03 18:41:18.938132","1.46.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"298","2017-09-03 18:41:19.050128","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"299","2017-09-03 18:41:19.482133","1.46.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"300","2017-09-03 18:41:19.586128","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"301","2017-09-03 18:41:20.010128","1.46.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"302","2017-09-03 18:41:20.162132","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"303","2017-09-03 18:41:20.666131","1.46.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"304","2017-09-03 18:41:20.802133","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"305","2017-09-03 18:41:21.162130","1.46.1","host","USB","35","0000370000000000","URB_INTERRUPT in"
"306","2017-09-03 18:41:21.282147","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"307","2017-09-03 18:41:21.738132","1.46.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"308","2017-09-03 18:41:21.858127","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"309","2017-09-03 18:41:22.290130","1.46.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"310","2017-09-03 18:41:22.394131","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"311","2017-09-03 18:41:22.874131","1.46.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"312","2017-09-03 18:41:23.042128","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"313","2017-09-03 18:41:23.402126","1.46.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"314","2017-09-03 18:41:23.522127","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"315","2017-09-03 18:41:24.722129","1.46.1","host","USB","35","0000380000000000","URB_INTERRUPT in"
"316","2017-09-03 18:41:24.834131","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"317","2017-09-03 18:41:25.346129","1.46.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"318","2017-09-03 18:41:25.498130","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"319","2017-09-03 18:41:25.922129","1.46.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"320","2017-09-03 18:41:26.010127","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"321","2017-09-03 18:41:26.626130","1.46.1","host","USB","35","0000100000000000","URB_INTERRUPT in"
"322","2017-09-03 18:41:26.746157","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"323","2017-09-03 18:41:27.122126","1.46.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"324","2017-09-03 18:41:27.258130","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"325","2017-09-03 18:41:27.634127","1.46.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"326","2017-09-03 18:41:27.786122","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"327","2017-09-03 18:41:29.554130","1.46.1","host","USB","35","0000280000000000","URB_INTERRUPT in"
"328","2017-09-03 18:41:29.658131","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"329","2017-09-03 18:41:32.924123","1.45.2","host","USB","35","0200000350000000","URB_INTERRUPT in"
"330","2017-09-03 18:41:32.932119","1.45.2","host","USB","35","0200000560000000","URB_INTERRUPT in"
"331","2017-09-03 18:41:32.940120","1.45.2","host","USB","35","0200000370000000","URB_INTERRUPT in"
"332","2017-09-03 18:41:32.948124","1.45.2","host","USB","35","0200000490000000","URB_INTERRUPT in"
"333","2017-09-03 18:41:32.956121","1.45.2","host","USB","35","02000004b0000000","URB_INTERRUPT in"
"334","2017-09-03 18:41:32.962121","1.45.2","host","USB","35","02000003c0000000","URB_INTERRUPT in"
"335","2017-09-03 18:41:32.970128","1.45.2","host","USB","35","02000005e0000000","URB_INTERRUPT in"
"336","2017-09-03 18:41:32.978114","1.45.2","host","USB","35","0200000410010000","URB_INTERRUPT in"
"337","2017-09-03 18:41:32.986121","1.45.2","host","USB","35","0200000400010000","URB_INTERRUPT in"
"338","2017-09-03 18:41:32.994116","1.45.2","host","USB","35","0200000350010000","URB_INTERRUPT in"
"339","2017-09-03 18:41:33.002121","1.45.2","host","USB","35","0200000270010000","URB_INTERRUPT in"
"340","2017-09-03 18:41:33.010115","1.45.2","host","USB","35","0200000060010000","URB_INTERRUPT in"
"341","2017-09-03 18:41:33.018118","1.45.2","host","USB","35","0200000150010000","URB_INTERRUPT in"
"342","2017-09-03 18:41:33.026114","1.45.2","host","USB","35","0200000180010000","URB_INTERRUPT in"
"343","2017-09-03 18:41:33.034119","1.45.2","host","USB","35","0200000050010000","URB_INTERRUPT in"
"344","2017-09-03 18:41:33.042114","1.45.2","host","USB","35","0200000030010000","URB_INTERRUPT in"
"345","2017-09-03 18:41:33.050119","1.45.2","host","USB","35","0200000120010000","URB_INTERRUPT in"
"346","2017-09-03 18:41:33.056115","1.45.2","host","USB","35","02000003f0000000","URB_INTERRUPT in"
"347","2017-09-03 18:41:33.064124","1.45.2","host","USB","35","02000002e0000000","URB_INTERRUPT in"
"348","2017-09-03 18:41:33.072137","1.45.2","host","USB","35","02000003c0000000","URB_INTERRUPT in"
"349","2017-09-03 18:41:33.080119","1.45.2","host","USB","35","0200000380000000","URB_INTERRUPT in"
"350","2017-09-03 18:41:33.088119","1.45.2","host","USB","35","0200000250000000","URB_INTERRUPT in"
"351","2017-09-03 18:41:33.096121","1.45.2","host","USB","35","0200000140000000","URB_INTERRUPT in"
"352","2017-09-03 18:41:33.104121","1.45.2","host","USB","35","0200000010000000","URB_INTERRUPT in"
"353","2017-09-03 18:41:33.236118","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"354","2017-09-03 18:41:33.244109","1.45.2","host","USB","35","02000000d0ff0000","URB_INTERRUPT in"
"355","2017-09-03 18:41:33.252116","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"356","2017-09-03 18:41:33.298118","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"357","2017-09-03 18:41:33.306112","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"358","2017-09-03 18:41:33.314122","1.45.2","host","USB","35","02000003e0ff0000","URB_INTERRUPT in"
"359","2017-09-03 18:41:33.322115","1.45.2","host","USB","35","02000006d0ff0000","URB_INTERRUPT in"
"360","2017-09-03 18:41:33.330117","1.45.2","host","USB","35","02000005e0ff0000","URB_INTERRUPT in"
"361","2017-09-03 18:41:33.338133","1.45.2","host","USB","35","02000005e0ff0000","URB_INTERRUPT in"
"362","2017-09-03 18:41:33.346114","1.45.2","host","USB","35","02000003f0ff0000","URB_INTERRUPT in"
"363","2017-09-03 18:41:33.354115","1.45.2","host","USB","35","02000005f0ff0000","URB_INTERRUPT in"
"364","2017-09-03 18:41:33.362115","1.45.2","host","USB","35","02000007f0ff0000","URB_INTERRUPT in"
"365","2017-09-03 18:41:33.370117","1.45.2","host","USB","35","0200000de0ff0000","URB_INTERRUPT in"
"366","2017-09-03 18:41:33.378116","1.45.2","host","USB","35","0200000fe0ff0000","URB_INTERRUPT in"
"367","2017-09-03 18:41:33.386116","1.45.2","host","USB","35","0200000ee0ff0000","URB_INTERRUPT in"
"368","2017-09-03 18:41:33.392113","1.45.2","host","USB","35","0200000f00000000","URB_INTERRUPT in"
"369","2017-09-03 18:41:33.400116","1.45.2","host","USB","35","0200000fd0ff0000","URB_INTERRUPT in"
"370","2017-09-03 18:41:33.408114","1.45.2","host","USB","35","02000010e0ff0000","URB_INTERRUPT in"
"371","2017-09-03 18:41:33.416115","1.45.2","host","USB","35","02000011f0ff0000","URB_INTERRUPT in"
"372","2017-09-03 18:41:33.424113","1.45.2","host","USB","35","02000013d0ff0000","URB_INTERRUPT in"
"373","2017-09-03 18:41:33.432119","1.45.2","host","USB","35","02000014d0ff0000","URB_INTERRUPT in"
"374","2017-09-03 18:41:33.440114","1.45.2","host","USB","35","02000013c0ff0000","URB_INTERRUPT in"
"375","2017-09-03 18:41:33.448116","1.45.2","host","USB","35","02000015c0ff0000","URB_INTERRUPT in"
"376","2017-09-03 18:41:33.456113","1.45.2","host","USB","35","02000013c0ff0000","URB_INTERRUPT in"
"377","2017-09-03 18:41:33.462113","1.45.2","host","USB","35","0200000db0ff0000","URB_INTERRUPT in"
"378","2017-09-03 18:41:33.470115","1.45.2","host","USB","35","02000009b0ff0000","URB_INTERRUPT in"
"379","2017-09-03 18:41:33.478131","1.45.2","host","USB","35","02000005d0ff0000","URB_INTERRUPT in"
"380","2017-09-03 18:41:33.486116","1.45.2","host","USB","35","02000004d0ff0000","URB_INTERRUPT in"
"381","2017-09-03 18:41:33.494113","1.45.2","host","USB","35","0200000300000000","URB_INTERRUPT in"
"382","2017-09-03 18:41:33.502115","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"383","2017-09-03 18:41:33.760122","1.45.2","host","USB","35","02000003f0ff0000","URB_INTERRUPT in"
"384","2017-09-03 18:41:33.768116","1.45.2","host","USB","35","02000006f0ff0000","URB_INTERRUPT in"
"385","2017-09-03 18:41:33.776118","1.45.2","host","USB","35","0200000700000000","URB_INTERRUPT in"
"386","2017-09-03 18:41:33.784117","1.45.2","host","USB","35","02000007f0ff0000","URB_INTERRUPT in"
"387","2017-09-03 18:41:33.792112","1.45.2","host","USB","35","02000007f0ff0000","URB_INTERRUPT in"
"388","2017-09-03 18:41:33.800116","1.45.2","host","USB","35","02000008f0ff0000","URB_INTERRUPT in"
"389","2017-09-03 18:41:33.806112","1.45.2","host","USB","35","02000007f0ff0000","URB_INTERRUPT in"
"390","2017-09-03 18:41:33.814131","1.45.2","host","USB","35","0200000700000000","URB_INTERRUPT in"
"391","2017-09-03 18:41:33.822112","1.45.2","host","USB","35","02000004f0ff0000","URB_INTERRUPT in"
"392","2017-09-03 18:41:33.830114","1.45.2","host","USB","35","02000005f0ff0000","URB_INTERRUPT in"
"393","2017-09-03 18:41:33.838113","1.45.2","host","USB","35","02000005f0ff0000","URB_INTERRUPT in"
"394","2017-09-03 18:41:33.846120","1.45.2","host","USB","35","02000005f0ff0000","URB_INTERRUPT in"
"395","2017-09-03 18:41:33.854113","1.45.2","host","USB","35","02000004f0ff0000","URB_INTERRUPT in"
"396","2017-09-03 18:41:33.862113","1.45.2","host","USB","35","02000004e0ff0000","URB_INTERRUPT in"
"397","2017-09-03 18:41:33.870114","1.45.2","host","USB","35","02000003f0ff0000","URB_INTERRUPT in"
"398","2017-09-03 18:41:33.876114","1.45.2","host","USB","35","0200000200000000","URB_INTERRUPT in"
"399","2017-09-03 18:41:33.884119","1.45.2","host","USB","35","02000002f0ff0000","URB_INTERRUPT in"
"400","2017-09-03 18:41:33.892113","1.45.2","host","USB","35","02000002f0ff0000","URB_INTERRUPT in"
"401","2017-09-03 18:41:33.900118","1.45.2","host","USB","35","0200000200000000","URB_INTERRUPT in"
"402","2017-09-03 18:41:33.908124","1.45.2","host","USB","35","02000002f0ff0000","URB_INTERRUPT in"
"403","2017-09-03 18:41:33.916119","1.45.2","host","USB","35","0200000200000000","URB_INTERRUPT in"
"404","2017-09-03 18:41:33.924115","1.45.2","host","USB","35","0200000300000000","URB_INTERRUPT in"
"405","2017-09-03 18:41:33.932120","1.45.2","host","USB","35","02000003f0ff0000","URB_INTERRUPT in"
"406","2017-09-03 18:41:33.940113","1.45.2","host","USB","35","0200000200000000","URB_INTERRUPT in"
"407","2017-09-03 18:41:33.948117","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"408","2017-09-03 18:41:33.956117","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"409","2017-09-03 18:41:33.970115","1.45.2","host","USB","35","02000001f0ff0000","URB_INTERRUPT in"
"410","2017-09-03 18:41:33.978115","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"411","2017-09-03 18:41:33.986119","1.45.2","host","USB","35","02000001f0ff0000","URB_INTERRUPT in"
"412","2017-09-03 18:41:33.994110","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"413","2017-09-03 18:41:34.010122","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"414","2017-09-03 18:41:34.018117","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"415","2017-09-03 18:41:34.026115","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"416","2017-09-03 18:41:34.034118","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"417","2017-09-03 18:41:34.042110","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"418","2017-09-03 18:41:34.050116","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"419","2017-09-03 18:41:34.056114","1.45.2","host","USB","35","02000001f0ff0000","URB_INTERRUPT in"
"420","2017-09-03 18:41:34.064116","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"421","2017-09-03 18:41:34.072113","1.45.2","host","USB","35","02000001f0ff0000","URB_INTERRUPT in"
"422","2017-09-03 18:41:34.080115","1.45.2","host","USB","35","0200000100000000","URB_INTERRUPT in"
"423","2017-09-03 18:41:34.088114","1.45.2","host","USB","35","02000001f0ff0000","URB_INTERRUPT in"
"424","2017-09-03 18:41:34.096125","1.45.2","host","USB","35","02000000e0ff0000","URB_INTERRUPT in"
"425","2017-09-03 18:41:34.104119","1.45.2","host","USB","35","02000000f0ff0000","URB_INTERRUPT in"
"426","2017-09-03 18:41:34.166118","1.45.2","host","USB","35","0201000000000000","URB_INTERRUPT in"
"427","2017-09-03 18:41:34.314121","1.45.2","host","USB","35","0200000000000000","URB_INTERRUPT in"
"428","2017-09-03 18:41:36.162122","1.46.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"429","2017-09-03 18:41:36.298125","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"430","2017-09-03 18:41:36.858125","1.46.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"431","2017-09-03 18:41:36.978125","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"432","2017-09-03 18:41:37.458124","1.46.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"433","2017-09-03 18:41:37.562121","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"434","2017-09-03 18:41:38.050124","1.46.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"435","2017-09-03 18:41:38.186121","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"436","2017-09-03 18:41:38.586125","1.46.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"437","2017-09-03 18:41:38.738118","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"438","2017-09-03 18:41:39.434123","1.46.1","host","USB","35","00002b0000000000","URB_INTERRUPT in"
"439","2017-09-03 18:41:39.570119","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"440","2017-09-03 18:41:42.226121","1.46.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"441","2017-09-03 18:41:42.314122","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"442","2017-09-03 18:41:42.778117","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"443","2017-09-03 18:41:43.178122","1.46.1","host","USB","35","02000f0000000000","URB_INTERRUPT in"
"444","2017-09-03 18:41:43.250121","1.46.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"445","2017-09-03 18:41:43.306121","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"446","2017-09-03 18:41:44.226119","1.46.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"447","2017-09-03 18:41:44.314123","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"448","2017-09-03 18:41:45.690121","1.46.1","host","USB","35","0000190000000000","URB_INTERRUPT in"
"449","2017-09-03 18:41:45.826121","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"450","2017-09-03 18:41:46.162117","1.46.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"451","2017-09-03 18:41:46.314119","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"452","2017-09-03 18:41:46.978120","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"453","2017-09-03 18:41:47.458119","1.46.1","host","USB","35","0200050000000000","URB_INTERRUPT in"
"454","2017-09-03 18:41:47.594116","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"455","2017-09-03 18:41:47.634121","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"456","2017-09-03 18:41:50.090120","1.46.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"457","2017-09-03 18:41:50.202134","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"458","2017-09-03 18:41:51.210122","1.46.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"459","2017-09-03 18:41:51.346116","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"460","2017-09-03 18:41:51.706118","1.46.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"461","2017-09-03 18:41:51.802117","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"462","2017-09-03 18:41:52.114118","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"463","2017-09-03 18:41:52.410117","1.46.1","host","USB","35","0200050000000000","URB_INTERRUPT in"
"464","2017-09-03 18:41:52.562118","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"465","2017-09-03 18:41:52.610109","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"466","2017-09-03 18:41:53.530117","1.46.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"467","2017-09-03 18:41:53.682116","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"468","2017-09-03 18:41:54.178118","1.46.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"469","2017-09-03 18:41:54.314127","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"470","2017-09-03 18:41:56.058116","1.46.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"471","2017-09-03 18:41:56.162115","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"472","2017-09-03 18:41:56.586117","1.46.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"473","2017-09-03 18:41:56.698117","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"474","2017-09-03 18:41:57.050123","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"475","2017-09-03 18:41:57.426116","1.46.1","host","USB","35","02001e0000000000","URB_INTERRUPT in"
"476","2017-09-03 18:41:57.562116","1.46.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"477","2017-09-03 18:41:57.610110","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"478","2017-09-03 18:41:59.290115","1.46.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"479","2017-09-03 18:41:59.458113","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"480","2017-09-03 18:41:59.970116","1.46.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"481","2017-09-03 18:42:00.138114","1.46.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"482","2017-09-03 18:42:00.906115","1.46.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
